GeneFull,TranscriptID,Modified_Site_Count
gi|410171027|ref|XR_133570.2| ,XR_133570.2,15
gi|389565503|ref|NM_020386.4| ,NM_020386.4,15
gi|337756366|ref|NR_039724.1| ,NR_039724.1,15
gi|410172158|ref|XR_171647.1| ,XR_171647.1,15
gi|213688371|ref|NR_024493.1| ,NR_024493.1,15
gi|410991932|ref|NM_001271682.1| ,NM_001271682.1,15
gi|81158081|ref|NR_002596.1| ,NR_002596.1,15
gi|310117675|ref|XR_113275.1| ,XR_113275.1,15
gi|482677695|ref|NR_102701.1| ,NR_102701.1,15
gi|319996644|ref|NM_001004067.3| ,NM_001004067.3,15
gi|310120728|ref|XR_110888.1| ,XR_110888.1,15
gi|195972861|ref|NM_001130957.1| ,NM_001130957.1,15
gi|189458860|ref|NM_000096.3| ,NM_000096.3,15
gi|195539329|ref|NM_004004.5| ,NM_004004.5,15
gi|493799665|ref|NM_002994.4| ,NM_002994.4,15
gi|110556628|ref|NM_173633.2| ,NM_173633.2,15
gi|65506788|ref|NM_133489.2| ,NM_133489.2,15
gi|323363013|ref|NM_003662.3| ,NM_003662.3,15
gi|299829179|ref|NR_033879.1| ,NR_033879.1,15
gi|169790812|ref|NM_003239.2| ,NM_003239.2,15
gi|337298576|ref|NR_038972.1| ,NR_038972.1,15
gi|300360527|ref|NR_034032.1| ,NR_034032.1,15
gi|187937178|ref|NM_001080395.2| ,NM_001080395.2,15
gi|259013212|ref|NM_033225.5| ,NM_033225.5,15
gi|313569862|ref|NM_001100117.2| ,NM_001100117.2,15
gi|224831238|ref|NM_001145808.1| ,NM_001145808.1,15
gi|223556000|ref|NR_026837.1| ,NR_026837.1,15
gi|410170049|ref|XM_003846634.2| ,XM_003846634.2,15
gi|410170577|ref|XR_171054.1| ,XR_171054.1,15
gi|259089417|ref|NM_001001794.3| ,NM_001001794.3,15
gi|123173751|ref|NM_031914.2| ,NM_031914.2,15
gi|299829200|ref|NM_004320.4| ,NM_004320.4,15
gi|164664485|ref|NM_001102445.2| ,NM_001102445.2,15
gi|223005918|ref|NR_026742.1| ,NR_026742.1,15
gi|190194373|ref|NM_001128303.1| ,NM_001128303.1,15
gi|384229042|ref|NR_047567.1| ,NR_047567.1,15
gi|91807126|ref|NM_004126.3| ,NM_004126.3,15
gi|284807145|ref|NM_177528.2| ,NM_177528.2,15
gi|511630720|ref|NR_103541.1| ,NR_103541.1,15
gi|193788646|ref|NR_024013.1| ,NR_024013.1,15
gi|410170439|ref|XM_003846326.2| ,XM_003846326.2,15
gi|331284123|ref|NM_002220.2| ,NM_002220.2,15
gi|397139177|ref|XR_108755.2| ,XR_108755.2,15
gi|410173829|ref|XM_003960831.1| ,XM_003960831.1,15
gi|46358416|ref|NM_000840.2| ,NM_000840.2,15
gi|323276587|ref|NR_037806.1| ,NR_037806.1,15
gi|153281157|ref|NM_004420.2| ,NM_004420.2,15
gi|188528666|ref|NM_001013699.2| ,NM_001013699.2,15
gi|410170760|ref|XR_171075.1| ,XR_171075.1,15
gi|237858674|ref|NM_001005388.2| ,NM_001005388.2,15
gi|189571608|ref|NR_023362.1| ,NR_023362.1,15
gi|449020156|ref|NR_075091.1| ,NR_075091.1,15
gi|384367996|ref|NM_017984.4| ,NM_017984.4,15
gi|76443678|ref|NM_017573.3| ,NM_017573.3,15
gi|310124288|ref|XR_110944.1| ,XR_110944.1,15
gi|318068040|ref|NM_002107.4| ,NM_002107.4,15
gi|22546023|ref|NR_000014.1| ,NR_000014.1,15
gi|388556536|ref|NR_046871.1| ,NR_046871.1,15
gi|261878579|ref|NM_001005210.2| ,NM_001005210.2,15
gi|40316943|ref|NM_199165.1| ,NM_199165.1,15
gi|354459404|ref|NM_007083.4| ,NM_007083.4,15
gi|313760679|ref|NM_012333.4| ,NM_012333.4,15
gi|5901979|ref|NM_007031.1| ,NM_007031.1,15
gi|239787152|ref|NM_001195.3| ,NM_001195.3,15
gi|300863103|ref|NM_017654.3| ,NM_017654.3,15
gi|242117952|ref|NM_001162530.1| ,NM_001162530.1,15
gi|295842487|ref|NM_014470.3| ,NM_014470.3,14
gi|21314629|ref|NM_004054.2| ,NM_004054.2,14
gi|212549564|ref|NM_015981.3| ,NM_015981.3,14
gi|42741680|ref|NM_080653.3| ,NM_080653.3,14
gi|91206427|ref|NM_001040071.1| ,NM_001040071.1,14
gi|300069039|ref|NR_033965.1| ,NR_033965.1,14
gi|224465144|ref|NR_027111.1| ,NR_027111.1,14
gi|76563939|ref|NM_005460.2| ,NM_005460.2,14
gi|223718128|ref|NR_026885.1| ,NR_026885.1,14
gi|499591690|ref|NM_001278182.1| ,NM_001278182.1,14
gi|380036025|ref|NM_001257096.1| ,NM_001257096.1,14
gi|124248545|ref|NM_024746.3| ,NM_024746.3,14
gi|223278358|ref|NR_001558.3| ,NR_001558.3,14
gi|209954674|ref|NR_024252.1| ,NR_024252.1,14
gi|91718876|ref|NM_000410.3| ,NM_000410.3,14
gi|148612841|ref|NM_021034.2| ,NM_021034.2,14
gi|154937323|ref|NM_198181.2| ,NM_198181.2,14
gi|222136574|ref|NM_001558.3| ,NM_001558.3,14
gi|340545512|ref|NM_001243079.1| ,NM_001243079.1,14
gi|50659061|ref|NM_001650.4| ,NM_001650.4,14
gi|54792145|ref|NM_033452.2| ,NM_033452.2,14
gi|397138293|ref|XR_112671.2| ,XR_112671.2,14
gi|337756345|ref|NR_039972.1| ,NR_039972.1,14
gi|148727369|ref|NM_203434.2| ,NM_203434.2,14
gi|66932939|ref|NM_005283.2| ,NM_005283.2,14
gi|31341836|ref|NM_178518.2| ,NM_178518.2,14
gi|343780890|ref|NM_001243539.1| ,NM_001243539.1,14
gi|208609971|ref|NM_198392.2| ,NM_198392.2,14
gi|222537717|ref|NM_201566.2| ,NM_201566.2,14
gi|156523269|ref|NM_145719.2| ,NM_145719.2,14
gi|193788650|ref|NM_001129890.1| ,NM_001129890.1,14
gi|209870060|ref|NM_000951.2| ,NM_000951.2,14
gi|158854041|ref|NM_001110199.1| ,NM_001110199.1,14
gi|161087009|ref|NR_004389.1| ,NR_004389.1,14
gi|333360902|ref|NR_038227.1| ,NR_038227.1,14
gi|290560672|ref|NM_004441.4| ,NM_004441.4,14
gi|205277424|ref|NM_001135050.1| ,NM_001135050.1,14
gi|148806919|ref|NM_152731.2| ,NM_152731.2,14
gi|116534989|ref|NM_007332.2| ,NM_007332.2,14
gi|268834370|ref|NM_001167902.1| ,NM_001167902.1,14
gi|282721073|ref|NM_006307.4| ,NM_006307.4,14
gi|4504544|ref|NM_000871.1| ,NM_000871.1,14
gi|80861461|ref|NM_001785.2| ,NM_001785.2,14
gi|111074523|ref|NM_138356.2| ,NM_138356.2,14
gi|197100164|ref|NR_024087.1| ,NR_024087.1,14
gi|410171955|ref|XR_171500.1| ,XR_171500.1,14
gi|310115322|ref|XR_113050.1| ,XR_113050.1,14
gi|62739153|ref|NM_014387.3| ,NM_014387.3,14
gi|299115949|ref|NM_006727.3| ,NM_006727.3,14
gi|377520136|ref|NM_001256760.1| ,NM_001256760.1,14
gi|302393532|ref|NR_036498.1| ,NR_036498.1,14
gi|337756865|ref|NR_039650.1| ,NR_039650.1,14
gi|338827701|ref|NR_040081.1| ,NR_040081.1,14
gi|44680151|ref|NM_005253.3| ,NM_005253.3,14
gi|156119619|ref|NM_033160.5| ,NM_033160.5,14
gi|50593007|ref|NM_022152.4| ,NM_022152.4,14
gi|258547132|ref|NR_028443.1| ,NR_028443.1,14
gi|306966149|ref|NM_001195541.1| ,NM_001195541.1,14
gi|223646112|ref|NM_001145250.1| ,NM_001145250.1,14
gi|298493258|ref|NR_033760.1| ,NR_033760.1,14
gi|84872033|ref|NR_002751.1| ,NR_002751.1,14
gi|47271456|ref|NM_030613.2| ,NM_030613.2,14
gi|300244533|ref|NR_034006.1| ,NR_034006.1,14
gi|295293180|ref|NM_144966.5| ,NM_144966.5,14
gi|224493795|ref|NM_001007090.2| ,NM_001007090.2,14
gi|304361767|ref|NR_036555.1| ,NR_036555.1,14
gi|209915633|ref|NR_024244.1| ,NR_024244.1,14
gi|158262057|ref|NR_003955.1| ,NR_003955.1,14
gi|25121979|ref|NM_033510.1| ,NM_033510.1,14
gi|410171894|ref|XR_171457.1| ,XR_171457.1,14
gi|313482798|ref|NM_005331.4| ,NM_005331.4,14
gi|239049439|ref|NM_001161357.1| ,NM_001161357.1,14
gi|13027797|ref|NM_004995.2| ,NM_004995.2,14
gi|507417941|ref|NM_001278322.1| ,NM_001278322.1,14
gi|115430236|ref|NM_020971.2| ,NM_020971.2,14
gi|374088005|ref|NR_046175.1| ,NR_046175.1,14
gi|223278367|ref|NM_004210.4| ,NM_004210.4,14
gi|73760398|ref|NR_002557.1| ,NR_002557.1,14
gi|141802379|ref|NM_032367.2| ,NM_032367.2,14
gi|219689134|ref|NM_025214.2| ,NM_025214.2,14
gi|397139765|ref|XR_158960.1| ,XR_158960.1,14
gi|88853866|ref|NM_001039614.1| ,NM_001039614.1,14
gi|223555996|ref|NR_026835.1| ,NR_026835.1,14
gi|375151576|ref|NM_001256570.1| ,NM_001256570.1,14
gi|150456472|ref|NM_001099433.1| ,NM_001099433.1,14
gi|189217894|ref|NM_152688.2| ,NM_152688.2,14
gi|269784719|ref|NM_020665.4| ,NM_020665.4,14
gi|38348355|ref|NM_198524.1| ,NM_198524.1,14
gi|390979626|ref|NR_047509.1| ,NR_047509.1,14
gi|306518576|ref|NR_036611.1| ,NR_036611.1,14
gi|157504498|ref|NM_198471.2| ,NM_198471.2,14
gi|410173766|ref|XR_172384.1| ,XR_172384.1,14
gi|385298693|ref|NM_001258355.1| ,NM_001258355.1,14
gi|31542748|ref|NM_152504.2| ,NM_152504.2,14
gi|29029619|ref|NM_175743.1| ,NM_175743.1,14
gi|345441794|ref|NM_144668.5| ,NM_144668.5,14
gi|194018498|ref|NM_205852.2| ,NM_205852.2,14
gi|197313686|ref|NM_005479.3| ,NM_005479.3,14
gi|410172196|ref|XR_171655.1| ,XR_171655.1,14
gi|281371407|ref|NM_145175.2| ,NM_145175.2,14
gi|296531449|ref|NM_013982.2| ,NM_013982.2,14
gi|452881624|ref|NR_077227.1| ,NR_077227.1,14
gi|410170529|ref|XR_171047.1| ,XR_171047.1,14
gi|336455108|ref|NR_038892.1| ,NR_038892.1,14
gi|255918169|ref|NM_177987.2| ,NM_177987.2,14
gi|111160295|ref|NM_005021.3| ,NM_005021.3,14
gi|209364552|ref|NM_001336.3| ,NM_001336.3,14
gi|94818692|ref|NR_003047.1| ,NR_003047.1,14
gi|112382269|ref|NM_016155.4| ,NM_016155.4,14
gi|410170442|ref|XR_171078.1| ,XR_171078.1,14
gi|442796463|ref|NM_005059.3| ,NM_005059.3,14
gi|18129689|ref|NM_018488.2| ,NM_018488.2,14
gi|262205828|ref|NR_030297.1| ,NR_030297.1,14
gi|310119399|ref|XR_110053.1| ,XR_110053.1,14
gi|269847243|ref|NR_031643.1| ,NR_031643.1,14
gi|117938317|ref|NM_001077621.1| ,NM_001077621.1,14
gi|168480147|ref|NM_005164.3| ,NM_005164.3,14
gi|289546502|ref|NM_001172567.1| ,NM_001172567.1,14
gi|23503274|ref|NM_153347.1| ,NM_153347.1,13
gi|239747140|ref|XM_002343882.1| ,XM_002343882.1,13
gi|41152113|ref|NM_012067.2| ,NM_012067.2,13
gi|31077201|ref|NM_018419.2| ,NM_018419.2,13
gi|157694514|ref|NM_182924.3| ,NM_182924.3,13
gi|130484305|ref|NM_001001788.2| ,NM_001001788.2,13
gi|154813203|ref|NM_002193.2| ,NM_002193.2,13
gi|315434265|ref|NM_032132.4| ,NM_032132.4,13
gi|224586826|ref|NR_027269.1| ,NR_027269.1,13
gi|4505304|ref|NM_002477.1| ,NM_002477.1,13
gi|221218978|ref|NR_003268.3| ,NR_003268.3,13
gi|325652089|ref|NM_007207.4| ,NM_007207.4,13
gi|367145067|ref|NM_001256088.1| ,NM_001256088.1,13
gi|130499471|ref|NM_001082619.1| ,NM_001082619.1,13
gi|226371734|ref|NM_024336.2| ,NM_024336.2,13
gi|218084957|ref|NM_178826.3| ,NM_178826.3,13
gi|410171948|ref|XR_171493.1| ,XR_171493.1,13
gi|310109948|ref|XR_111050.1| ,XR_111050.1,13
gi|224177551|ref|NR_027012.1| ,NR_027012.1,13
gi|513126883|ref|NM_001460.3| ,NM_001460.3,13
gi|291327516|ref|NM_001013622.3| ,NM_001013622.3,13
gi|345842379|ref|NM_001244038.1| ,NM_001244038.1,13
gi|223941909|ref|NM_000963.2| ,NM_000963.2,13
gi|397137904|ref|XM_003846613.1| ,XM_003846613.1,13
gi|380254481|ref|NR_046438.1| ,NR_046438.1,13
gi|312147411|ref|NR_037403.1| ,NR_037403.1,13
gi|110349743|ref|NM_001042519.1| ,NM_001042519.1,13
gi|341915927|ref|XM_042978.7| ,XM_042978.7,13
gi|336594964|ref|NR_038930.1| ,NR_038930.1,13
gi|341914678|ref|XR_133440.1| ,XR_133440.1,13
gi|110431363|ref|NM_032575.2| ,NM_032575.2,13
gi|410170751|ref|XR_132658.3| ,XR_132658.3,13
gi|21265098|ref|NM_012466.2| ,NM_012466.2,13
gi|296785030|ref|NM_032137.4| ,NM_032137.4,13
gi|77736603|ref|NM_001010879.2| ,NM_001010879.2,13
gi|337756961|ref|NR_039692.1| ,NR_039692.1,13
gi|61744447|ref|NM_000596.2| ,NM_000596.2,13
gi|111548664|ref|NM_001005473.2| ,NM_001005473.2,13
gi|182507164|ref|NM_145056.2| ,NM_145056.2,13
gi|225690539|ref|NR_027401.1| ,NR_027401.1,13
gi|338221691|ref|NR_039998.1| ,NR_039998.1,13
gi|397529610|ref|NM_001270639.1| ,NM_001270639.1,13
gi|150010557|ref|NM_014981.1| ,NM_014981.1,13
gi|368711322|ref|NM_175075.4| ,NM_175075.4,13
gi|300116250|ref|NM_022785.3| ,NM_022785.3,13
gi|305632787|ref|NM_001195263.1| ,NM_001195263.1,13
gi|336391094|ref|NR_038845.1| ,NR_038845.1,13
gi|255522942|ref|NM_001123391.2| ,NM_001123391.2,13
gi|189095270|ref|NM_005084.3| ,NM_005084.3,13
gi|166706874|ref|NM_001978.2| ,NM_001978.2,13
gi|157388954|ref|NM_018042.3| ,NM_018042.3,13
gi|257196118|ref|NM_031218.3| ,NM_031218.3,13
gi|283837794|ref|NM_001171110.1| ,NM_001171110.1,13
gi|38505196|ref|NM_000958.2| ,NM_000958.2,13
gi|119120917|ref|NM_207311.2| ,NM_207311.2,13
gi|332634913|ref|NM_002976.3| ,NM_002976.3,13
gi|93102404|ref|NM_032222.2| ,NM_032222.2,13
gi|300116249|ref|NR_033985.1| ,NR_033985.1,13
gi|475808216|ref|NM_001277403.1| ,NM_001277403.1,13
gi|8922566|ref|NM_018166.1| ,NM_018166.1,13
gi|37595531|ref|NM_139022.2| ,NM_139022.2,13
gi|59889577|ref|NM_016246.2| ,NM_016246.2,13
gi|299890848|ref|NR_033932.1| ,NR_033932.1,13
gi|300795771|ref|NR_034104.1| ,NR_034104.1,13
gi|323362976|ref|NR_037861.1| ,NR_037861.1,13
gi|19743882|ref|NM_002919.2| ,NM_002919.2,13
gi|397139122|ref|XR_159003.1| ,XR_159003.1,13
gi|384367991|ref|NR_047488.1| ,NR_047488.1,13
gi|341914794|ref|XR_133503.1| ,XR_133503.1,13
gi|15718716|ref|NM_005322.2| ,NM_005322.2,13
gi|338797781|ref|NR_040044.1| ,NR_040044.1,13
gi|73760397|ref|NR_002556.1| ,NR_002556.1,13
gi|410169989|ref|XM_001718923.4| ,XM_001718923.4,13
gi|109627660|ref|NM_182526.2| ,NM_182526.2,13
gi|57117774|ref|NR_001554.2| ,NR_001554.2,13
gi|397137910|ref|XR_159321.1| ,XR_159321.1,13
gi|260764019|ref|NM_007046.3| ,NM_007046.3,13
gi|183074527|ref|NR_002188.2| ,NR_002188.2,13
gi|299782552|ref|NR_033841.1| ,NR_033841.1,13
gi|397137399|ref|XM_003846568.1| ,XM_003846568.1,13
gi|171184419|ref|NM_003865.2| ,NM_003865.2,13
gi|296011044|ref|NM_178822.4| ,NM_178822.4,13
gi|145580591|ref|NM_152592.3| ,NM_152592.3,13
gi|410170512|ref|XR_159055.2| ,XR_159055.2,13
gi|160358848|ref|NM_007155.5| ,NM_007155.5,13
gi|215422326|ref|NM_013451.3| ,NM_013451.3,13
gi|300068979|ref|NM_001190844.1| ,NM_001190844.1,13
gi|310110142|ref|XR_111158.1| ,XR_111158.1,13
gi|410170002|ref|XR_111985.3| ,XR_111985.3,13
gi|392871548|ref|NM_203400.4| ,NM_203400.4,13
gi|410173186|ref|XM_003960643.1| ,XM_003960643.1,13
gi|397137404|ref|XR_159232.1| ,XR_159232.1,13
gi|13376096|ref|NM_024759.1| ,NM_024759.1,13
gi|60593037|ref|NM_001012709.1| ,NM_001012709.1,13
gi|410170681|ref|XM_003959979.1| ,XM_003959979.1,13
gi|211904178|ref|NR_024355.1| ,NR_024355.1,13
gi|410171924|ref|XR_171479.1| ,XR_171479.1,13
gi|269847292|ref|NR_031655.1| ,NR_031655.1,13
gi|269847229|ref|NR_031639.1| ,NR_031639.1,13
gi|169791020|ref|NM_005328.2| ,NM_005328.2,13
gi|224177503|ref|NR_026997.1| ,NR_026997.1,13
gi|225543447|ref|NR_027374.1| ,NR_027374.1,13
gi|157502172|ref|NM_182623.2| ,NM_182623.2,13
gi|194018400|ref|NM_020905.3| ,NM_020905.3,13
gi|193211482|ref|NR_023915.1| ,NR_023915.1,13
gi|95113641|ref|NR_003063.1| ,NR_003063.1,13
gi|325296950|ref|NM_014604.3| ,NM_014604.3,13
gi|164663804|ref|NM_152637.2| ,NM_152637.2,13
gi|294459961|ref|NM_021625.4| ,NM_021625.4,13
gi|383842755|ref|NM_021988.5| ,NM_021988.5,13
gi|223633993|ref|NR_026859.1| ,NR_026859.1,13
gi|260447076|ref|NR_028595.1| ,NR_028595.1,13
gi|54792770|ref|NR_002190.1| ,NR_002190.1,13
gi|325296948|ref|NM_015039.3| ,NM_015039.3,13
gi|300068983|ref|NR_033943.1| ,NR_033943.1,13
gi|98985826|ref|NM_005260.3| ,NM_005260.3,13
gi|374532795|ref|NR_046247.1| ,NR_046247.1,13
gi|45545430|ref|NM_023932.2| ,NM_023932.2,13
gi|325651830|ref|NM_000238.3| ,NM_000238.3,13
gi|223633969|ref|NR_026854.1| ,NR_026854.1,13
gi|188528631|ref|NM_000452.2| ,NM_000452.2,13
gi|156616300|ref|NM_052904.3| ,NM_052904.3,13
gi|395627634|ref|NM_080662.3| ,NM_080662.3,13
gi|172072669|ref|NM_000448.2| ,NM_000448.2,13
gi|66392156|ref|NM_001013838.1| ,NM_001013838.1,13
gi|84105331|ref|NM_004527.3| ,NM_004527.3,13
gi|197209868|ref|NM_004411.4| ,NM_004411.4,13
gi|156564414|ref|NR_003705.1| ,NR_003705.1,13
gi|389985992|ref|NR_046824.1| ,NR_046824.1,13
gi|398650629|ref|NM_001270771.1| ,NM_001270771.1,13
gi|299782592|ref|NR_033830.1| ,NR_033830.1,13
gi|257467557|ref|NM_002338.3| ,NM_002338.3,13
gi|142366582|ref|NM_144569.4| ,NM_144569.4,13
gi|283837915|ref|NR_033240.1| ,NR_033240.1,13
gi|224282137|ref|NR_027024.1| ,NR_027024.1,13
gi|325910835|ref|NM_001204890.1| ,NM_001204890.1,13
gi|194239682|ref|NM_001037666.2| ,NM_001037666.2,13
gi|219842238|ref|NM_003612.3| ,NM_003612.3,13
gi|333108266|ref|NM_001207020.1| ,NM_001207020.1,13
gi|303228328|ref|NR_036538.1| ,NR_036538.1,13
gi|295842597|ref|NR_033652.1| ,NR_033652.1,13
gi|336455144|ref|NR_038902.1| ,NR_038902.1,13
gi|320118929|ref|NM_002594.3| ,NM_002594.3,13
gi|105554464|ref|NM_001040710.1| ,NM_001040710.1,13
gi|333470693|ref|NM_032561.4| ,NM_032561.4,13
gi|156104879|ref|NM_006877.3| ,NM_006877.3,13
gi|410172425|ref|XM_003960444.1| ,XM_003960444.1,13
gi|218749851|ref|NR_024607.1| ,NR_024607.1,13
gi|89886455|ref|NM_001039845.1| ,NM_001039845.1,13
gi|410171502|ref|XR_171215.1| ,XR_171215.1,13
gi|260593687|ref|NM_005261.3| ,NM_005261.3,13
gi|345842510|ref|NM_005806.3| ,NM_005806.3,13
gi|118402589|ref|NM_016239.3| ,NM_016239.3,12
gi|166795286|ref|NM_001441.2| ,NM_001441.2,12
gi|157653328|ref|NM_002593.3| ,NM_002593.3,12
gi|397137783|ref|XM_003846592.1| ,XM_003846592.1,12
gi|343488480|ref|NM_001243526.1| ,NM_001243526.1,12
gi|512749771|ref|NM_001278535.1| ,NM_001278535.1,12
gi|178057344|ref|NM_001123168.1| ,NM_001123168.1,12
gi|126273597|ref|NM_014475.3| ,NM_014475.3,12
gi|41327761|ref|NM_007168.2| ,NM_007168.2,12
gi|31317227|ref|NM_004430.2| ,NM_004430.2,12
gi|300068976|ref|NR_033939.1| ,NR_033939.1,12
gi|312147054|ref|NR_037456.1| ,NR_037456.1,12
gi|386645004|ref|NM_001013257.2| ,NM_001013257.2,12
gi|14196449|ref|NM_018914.2| ,NM_018914.2,12
gi|46397315|ref|NM_152911.2| ,NM_152911.2,12
gi|59710092|ref|NM_153834.3| ,NM_153834.3,12
gi|56699461|ref|NM_006902.3| ,NM_006902.3,12
gi|256000778|ref|NR_028327.1| ,NR_028327.1,12
gi|338968843|ref|NR_040093.1| ,NR_040093.1,12
gi|157694525|ref|NM_031281.2| ,NM_031281.2,12
gi|312434027|ref|NM_182563.3| ,NM_182563.3,12
gi|317008579|ref|NM_005761.2| ,NM_005761.2,12
gi|239747009|ref|XM_002344201.1| ,XM_002344201.1,12
gi|332205878|ref|NM_004881.4| ,NM_004881.4,12
gi|397139703|ref|XR_109588.3| ,XR_109588.3,12
gi|353523782|ref|NM_001251851.1| ,NM_001251851.1,12
gi|331284220|ref|NM_001206673.1| ,NM_001206673.1,12
gi|210147528|ref|NM_005477.2| ,NM_005477.2,12
gi|410169825|ref|XR_172424.1| ,XR_172424.1,12
gi|193794855|ref|NR_024014.1| ,NR_024014.1,12
gi|150418003|ref|NM_001003760.4| ,NM_001003760.4,12
gi|145275197|ref|NM_207517.2| ,NM_207517.2,12
gi|294712525|ref|NM_000478.4| ,NM_000478.4,12
gi|312596933|ref|NM_001039360.2| ,NM_001039360.2,12
gi|302191612|ref|NM_001193571.1| ,NM_001193571.1,12
gi|410172057|ref|XR_171570.1| ,XR_171570.1,12
gi|153791376|ref|NM_024310.4| ,NM_024310.4,12
gi|157419137|ref|NM_005562.2| ,NM_005562.2,12
gi|237681201|ref|NM_019644.3| ,NM_019644.3,12
gi|219555684|ref|NR_002817.2| ,NR_002817.2,12
gi|13376833|ref|NM_025231.1| ,NM_025231.1,12
gi|380503840|ref|NM_001257177.1| ,NM_001257177.1,12
gi|167466265|ref|NM_173506.4| ,NM_173506.4,12
gi|94421466|ref|NM_002612.3| ,NM_002612.3,12
gi|341913798|ref|XR_132990.1| ,XR_132990.1,12
gi|388596646|ref|NR_049894.1| ,NR_049894.1,12
gi|254826699|ref|NR_026670.2| ,NR_026670.2,12
gi|122937320|ref|NM_001080461.1| ,NM_001080461.1,12
gi|410170376|ref|XR_159064.2| ,XR_159064.2,12
gi|41393584|ref|NM_001374.2| ,NM_001374.2,12
gi|189181662|ref|NM_138337.5| ,NM_138337.5,12
gi|166706902|ref|NM_002053.2| ,NM_002053.2,12
gi|61742794|ref|NM_002345.3| ,NM_002345.3,12
gi|68509937|ref|NM_001025100.1| ,NM_001025100.1,12
gi|359718943|ref|NM_001253849.1| ,NM_001253849.1,12
gi|297632355|ref|NM_000091.4| ,NM_000091.4,12
gi|335892806|ref|NM_182626.2| ,NM_182626.2,12
gi|359751387|ref|NM_032564.4| ,NM_032564.4,12
gi|410173439|ref|XR_172217.1| ,XR_172217.1,12
gi|42766421|ref|NM_203371.1| ,NM_203371.1,12
gi|269847225|ref|NR_031638.1| ,NR_031638.1,12
gi|156564419|ref|NR_003710.1| ,NR_003710.1,12
gi|167900483|ref|NM_002852.3| ,NM_002852.3,12
gi|148664237|ref|NM_145004.5| ,NM_145004.5,12
gi|409264521|ref|NM_003806.2| ,NM_003806.2,12
gi|33285005|ref|NM_018956.3| ,NM_018956.3,12
gi|336391104|ref|NR_038853.1| ,NR_038853.1,12
gi|19923714|ref|NM_138284.1| ,NM_138284.1,12
gi|374717344|ref|NR_046297.1| ,NR_046297.1,12
gi|163644317|ref|NM_001012993.2| ,NM_001012993.2,12
gi|124256475|ref|NM_001346.2| ,NM_001346.2,12
gi|341914201|ref|XM_003403712.1| ,XM_003403712.1,12
gi|336455089|ref|NR_038887.1| ,NR_038887.1,12
gi|397139926|ref|XR_158939.1| ,XR_158939.1,12
gi|83715965|ref|NM_001001669.2| ,NM_001001669.2,12
gi|93140998|ref|NM_001040167.1| ,NM_001040167.1,12
gi|343432582|ref|NR_045002.1| ,NR_045002.1,12
gi|374429566|ref|NR_046243.1| ,NR_046243.1,12
gi|93204872|ref|NM_024980.4| ,NM_024980.4,12
gi|22547145|ref|NM_018378.2| ,NM_018378.2,12
gi|374088166|ref|NR_046173.1| ,NR_046173.1,12
gi|24308222|ref|NM_020817.1| ,NM_020817.1,12
gi|337756444|ref|NR_039746.1| ,NR_039746.1,12
gi|117168244|ref|NM_016529.4| ,NM_016529.4,12
gi|195539371|ref|NM_007038.3| ,NM_007038.3,12
gi|313569849|ref|NM_194249.2| ,NM_194249.2,12
gi|255708455|ref|NM_001024594.2| ,NM_001024594.2,12
gi|197313788|ref|NM_001423.2| ,NM_001423.2,12
gi|256000775|ref|NR_028324.1| ,NR_028324.1,12
gi|261278361|ref|NM_001166247.1| ,NM_001166247.1,12
gi|298228998|ref|NM_001190255.1| ,NM_001190255.1,12
gi|77993366|ref|NR_002593.1| ,NR_002593.1,12
gi|336594992|ref|NR_038931.1| ,NR_038931.1,12
gi|397138307|ref|XM_003403780.2| ,XM_003403780.2,12
gi|394025663|ref|NM_024705.2| ,NM_024705.2,12
gi|400153800|ref|NM_002479.5| ,NM_002479.5,12
gi|227116264|ref|NR_027504.1| ,NR_027504.1,12
gi|397140230|ref|XR_159184.1| ,XR_159184.1,12
gi|149192832|ref|NM_024653.3| ,NM_024653.3,12
gi|153266877|ref|NM_004482.3| ,NM_004482.3,12
gi|341915279|ref|XR_132507.1| ,XR_132507.1,12
gi|429325227|ref|NM_001271893.1| ,NM_001271893.1,12
gi|11545854|ref|NM_022128.1| ,NM_022128.1,12
gi|261278290|ref|NR_029383.1| ,NR_029383.1,12
gi|471270261|ref|NM_001277269.1| ,NM_001277269.1,12
gi|71274179|ref|NM_001029869.1| ,NM_001029869.1,12
gi|222352163|ref|NM_006157.3| ,NM_006157.3,12
gi|291490698|ref|NM_005584.4| ,NM_005584.4,12
gi|334085180|ref|NR_038300.1| ,NR_038300.1,12
gi|397138013|ref|XM_003846626.1| ,XM_003846626.1,12
gi|387157873|ref|NR_046648.1| ,NR_046648.1,12
gi|268370262|ref|NM_021949.3| ,NM_021949.3,12
gi|300863070|ref|NM_022367.3| ,NM_022367.3,12
gi|432134264|ref|NM_144968.3| ,NM_144968.3,12
gi|163659847|ref|NM_000831.3| ,NM_000831.3,12
gi|142377954|ref|NM_152262.2| ,NM_152262.2,12
gi|50659097|ref|NM_015430.2| ,NM_015430.2,12
gi|336455058|ref|NR_038878.1| ,NR_038878.1,12
gi|238550158|ref|NM_004452.3| ,NM_004452.3,12
gi|33186894|ref|NM_182704.1| ,NM_182704.1,12
gi|325197196|ref|NM_001204502.1| ,NM_001204502.1,12
gi|95102479|ref|NR_002570.2| ,NR_002570.2,12
gi|105554436|ref|NM_012182.2| ,NM_012182.2,12
