GeneFull,TranscriptID,Length,Modified_Site_Count,Total_Modified_Reads
gi|291045126|ref|NR_033373.1| ,NR_033373.1,2540,104,991
gi|117168249|ref|NM_016341.3| ,NM_016341.3,7992,104,571
gi|380036037|ref|NM_001257102.1| ,NM_001257102.1,793,104,774
gi|157426854|ref|NM_024742.2| ,NM_024742.2,4707,104,569
gi|91982752|ref|NR_003009.1| ,NR_003009.1,131,104,4997
gi|77993288|ref|NR_002581.1| ,NR_002581.1,132,104,4607
gi|226442877|ref|NM_213604.2| ,NM_213604.2,2867,104,1001
gi|209364617|ref|NM_000702.3| ,NM_000702.3,5496,104,475
gi|23308736|ref|NM_145911.1| ,NM_145911.1,3271,104,531
gi|33620720|ref|NM_014015.3| ,NM_014015.3,1580,104,771
gi|307938330|ref|NR_036650.1| ,NR_036650.1,1567,104,527
gi|350529394|ref|NM_205843.2| ,NM_205843.2,8086,104,447
gi|92859580|ref|NR_003016.1| ,NR_003016.1,122,103,12413
gi|222136685|ref|NM_004143.3| ,NM_004143.3,1251,103,773
gi|510937007|ref|NM_001278426.2| ,NM_001278426.2,3902,103,1246
gi|224451114|ref|NR_027001.1| ,NR_027001.1,3356,103,583
gi|14150131|ref|NM_032342.1| ,NM_032342.1,2110,103,622
gi|339275803|ref|NM_006227.3| ,NM_006227.3,2100,103,613
gi|415716349|ref|NR_073430.1| ,NR_073430.1,5096,103,790
gi|224591411|ref|NR_027291.1| ,NR_027291.1,2044,103,727
gi|334358904|ref|NM_018702.3| ,NM_018702.3,8426,103,1531
gi|96303825|ref|NM_001029976.2| ,NM_001029976.2,2632,103,606
gi|78486539|ref|NM_138353.2| ,NM_138353.2,2274,103,486
gi|186928843|ref|NM_020754.2| ,NM_020754.2,8096,103,911
gi|51871119|ref|NM_138401.2| ,NM_138401.2,1216,103,623
gi|16418390|ref|NM_052882.1| ,NM_052882.1,2627,103,882
gi|142379955|ref|NR_002754.2| ,NR_002754.2,119,103,255184
gi|154426303|ref|NM_007080.2| ,NM_007080.2,789,103,1089
gi|190883481|ref|NM_014301.3| ,NM_014301.3,1189,103,811
gi|37574616|ref|NM_013330.3| ,NM_013330.3,1646,103,739
gi|194733740|ref|NM_003382.4| ,NM_003382.4,3961,103,680
gi|206725449|ref|NM_001135218.1| ,NM_001135218.1,1466,103,730
gi|197116381|ref|NM_004322.3| ,NM_004322.3,1240,103,633
gi|410170499|ref|XR_108650.3| ,XR_108650.3,2635,103,619
gi|56550119|ref|NM_017619.3| ,NM_017619.3,1901,103,695
gi|310124420|ref|XR_109334.1| ,XR_109334.1,2611,103,737
gi|19913444|ref|NM_016257.2| ,NM_016257.2,4277,103,703
gi|197927092|ref|NM_003211.4| ,NM_003211.4,3251,103,800
gi|62243331|ref|NM_003550.2| ,NM_003550.2,2754,103,616
gi|87080812|ref|NM_152271.3| ,NM_152271.3,3584,103,637
gi|48255911|ref|NM_012338.3| ,NM_012338.3,2579,103,694
gi|168693660|ref|NM_020529.2| ,NM_020529.2,1579,103,596
gi|397139680|ref|XR_159014.1| ,XR_159014.1,2558,103,1489
gi|384229043|ref|NR_047568.1| ,NR_047568.1,1222,103,878
gi|71892471|ref|NM_033281.5| ,NM_033281.5,1329,103,739
gi|172072611|ref|NM_002052.3| ,NM_002052.3,3419,103,510
gi|89242147|ref|NM_017872.3| ,NM_017872.3,1320,103,674
gi|300068935|ref|NR_033972.1| ,NR_033972.1,2311,103,715
gi|8051612|ref|NM_006855.2| ,NM_006855.2,1705,103,638
gi|300795853|ref|NR_034107.1| ,NR_034107.1,2352,102,876
gi|166706867|ref|NM_001114133.1| ,NM_001114133.1,4933,102,793
gi|226529339|ref|NR_027481.1| ,NR_027481.1,2621,102,523
gi|392976404|ref|NR_072978.1| ,NR_072978.1,4704,102,297
gi|221307604|ref|NR_026676.1| ,NR_026676.1,1041,102,1305
gi|39995063|ref|NM_015368.3| ,NM_015368.3,2782,102,572
gi|87196331|ref|NM_006440.3| ,NM_006440.3,1964,102,790
gi|108773778|ref|NM_182548.3| ,NM_182548.3,2147,102,1826
gi|392959809|ref|NR_027436.2| ,NR_027436.2,3662,102,689
gi|229608964|ref|NM_014600.2| ,NM_014600.2,3906,102,624
gi|207029354|ref|NR_015454.1| ,NR_015454.1,1914,102,1042
gi|49619236|ref|NM_006952.3| ,NM_006952.3,2060,102,500
gi|226423898|ref|NR_027471.1| ,NR_027471.1,2018,102,999
gi|170650614|ref|NM_001122764.1| ,NM_001122764.1,1777,102,528
gi|153085394|ref|NM_006037.3| ,NM_006037.3,8980,102,569
gi|65301162|ref|NM_001017928.2| ,NM_001017928.2,718,102,977
gi|296010938|ref|NM_002317.5| ,NM_002317.5,5177,102,511
gi|41327719|ref|NM_006366.2| ,NM_006366.2,3080,102,681
gi|110611924|ref|NM_014262.3| ,NM_014262.3,2656,102,628
gi|210032789|ref|NM_015688.1| ,NM_015688.1,3855,102,829
gi|457866819|ref|NM_001276722.1| ,NM_001276722.1,1080,102,685
gi|261598989|ref|NR_029406.1| ,NR_029406.1,2256,102,561
gi|343168766|ref|NM_001243279.1| ,NM_001243279.1,3668,102,735
gi|512388668|ref|NM_001278522.1| ,NM_001278522.1,2175,102,1268
gi|338827629|ref|NR_040057.1| ,NR_040057.1,1445,102,492
gi|156631002|ref|NM_006913.3| ,NM_006913.3,1176,102,767
gi|219803698|ref|NM_031474.2| ,NM_031474.2,2787,102,632
gi|197245360|ref|NM_130386.2| ,NM_130386.2,3134,102,671
gi|148539589|ref|NM_001014342.2| ,NM_001014342.2,9170,102,348
gi|90577186|ref|NM_002758.3| ,NM_002758.3,1879,102,702
gi|196162706|ref|NM_021967.2| ,NM_021967.2,1935,102,178
gi|134133278|ref|NM_138402.4| ,NM_138402.4,2668,102,731
gi|384871698|ref|NM_001258280.1| ,NM_001258280.1,3400,102,692
gi|45433500|ref|NM_052846.1| ,NM_052846.1,3827,102,640
gi|410171697|ref|XR_171338.1| ,XR_171338.1,1712,102,1291
gi|83281205|ref|NM_147189.2| ,NM_147189.2,4368,102,581
gi|261878563|ref|NM_001166263.1| ,NM_001166263.1,1098,102,594
gi|393715125|ref|NM_181093.3| ,NM_181093.3,3090,102,741
gi|207028087|ref|NM_002957.4| ,NM_002957.4,5547,102,627
gi|347543753|ref|NM_052868.4| ,NM_052868.4,2320,102,502
gi|300244493|ref|NR_033997.1| ,NR_033997.1,2348,102,402
gi|315075336|ref|NM_001667.3| ,NM_001667.3,993,102,635
gi|157388920|ref|NM_017905.4| ,NM_017905.4,3102,102,665
gi|34147617|ref|NM_138807.2| ,NM_138807.2,1270,102,713
gi|115387098|ref|NM_001703.2| ,NM_001703.2,5434,102,532
gi|38683841|ref|NM_139286.3| ,NM_139286.3,885,101,910
gi|217416342|ref|NM_001142641.1| ,NM_001142641.1,4563,101,604
gi|34147411|ref|NM_032309.2| ,NM_032309.2,698,101,767
gi|190341103|ref|NM_015163.5| ,NM_015163.5,4946,101,661
gi|34303923|ref|NM_144689.3| ,NM_144689.3,2990,101,687
gi|270132562|ref|NM_006675.4| ,NM_006675.4,4351,101,478
gi|297591821|ref|NM_173216.2| ,NM_173216.2,4604,101,561
gi|397139409|ref|XM_003846436.1| ,XM_003846436.1,2595,101,5541
gi|209915567|ref|NM_018438.5| ,NM_018438.5,1565,101,945
gi|151101383|ref|NM_144576.3| ,NM_144576.3,1674,101,650
gi|54112419|ref|NM_170662.3| ,NM_170662.3,3976,101,652
gi|198442833|ref|NM_001134848.1| ,NM_001134848.1,3491,101,822
gi|333609252|ref|NR_003365.2| ,NR_003365.2,1078,101,761
gi|255759933|ref|NM_001164116.1| ,NM_001164116.1,3179,101,830
gi|195927023|ref|NM_005192.3| ,NM_005192.3,906,101,739
gi|323510691|ref|NR_037883.1| ,NR_037883.1,2874,101,809
gi|251823769|ref|NR_027994.1| ,NR_027994.1,1360,101,745
gi|304434827|ref|NR_036569.1| ,NR_036569.1,3705,101,572
gi|236462078|ref|NM_001160133.1| ,NM_001160133.1,6652,101,725
gi|187607436|ref|NM_015680.4| ,NM_015680.4,2100,101,728
gi|325120962|ref|NM_023011.3| ,NM_023011.3,2402,101,879
gi|78190491|ref|NM_001034853.1| ,NM_001034853.1,4718,101,712
gi|58761526|ref|NM_018181.4| ,NM_018181.4,6493,101,540
gi|146149344|ref|NM_001029955.3| ,NM_001029955.3,4772,101,851
gi|21361605|ref|NM_021825.3| ,NM_021825.3,1585,101,933
gi|54792087|ref|NM_015349.1| ,NM_015349.1,6520,101,466
gi|154355001|ref|NM_014963.2| ,NM_014963.2,4948,101,684
gi|193083186|ref|NR_023918.1| ,NR_023918.1,1103,101,602
gi|163310761|ref|NM_024065.4| ,NM_024065.4,1086,101,1037
gi|335057559|ref|NR_002753.5| ,NR_002753.5,116,101,85977
gi|223890224|ref|NM_002702.3| ,NM_002702.3,4715,101,558
gi|288557356|ref|NM_178562.3| ,NM_178562.3,2900,101,798
gi|363547906|ref|NM_015700.3| ,NM_015700.3,1194,101,790
gi|226342938|ref|NR_027457.1| ,NR_027457.1,1743,101,794
gi|299890842|ref|NM_004001.4| ,NM_004001.4,2174,101,2929
gi|301069343|ref|NM_001011554.2| ,NM_001011554.2,4084,101,470
gi|338753403|ref|NM_001519.3| ,NM_001519.3,3677,101,591
gi|45505138|ref|NM_152309.2| ,NM_152309.2,4817,101,748
gi|410171310|ref|XM_003960177.1| ,XM_003960177.1,4961,101,270
gi|509155801|ref|NM_006669.5| ,NM_006669.5,3216,101,510
gi|300116301|ref|NR_033990.1| ,NR_033990.1,1224,101,656
gi|410171148|ref|XR_171173.1| ,XR_171173.1,946,101,1052
gi|188528657|ref|NM_144632.3| ,NM_144632.3,3588,100,521
gi|511773011|ref|NR_103556.1| ,NR_103556.1,8867,100,1057
gi|51702241|ref|NM_001004023.1| ,NM_001004023.1,2301,100,582
gi|209977012|ref|NM_024854.3| ,NM_024854.3,4136,100,570
gi|397139104|ref|XR_108586.2| ,XR_108586.2,1513,100,677
gi|144953897|ref|NM_031229.2| ,NM_031229.2,2778,100,542
gi|19923956|ref|NM_138431.1| ,NM_138431.1,1468,100,791
gi|94400877|ref|NR_003028.1| ,NR_003028.1,134,100,13913
gi|323668304|ref|NM_002164.5| ,NM_002164.5,1944,100,521
gi|338221710|ref|NR_002985.2| ,NR_002985.2,236,100,7507
gi|410170474|ref|XR_171094.1| ,XR_171094.1,2237,100,2579
gi|39777605|ref|NM_199002.1| ,NM_199002.1,3261,100,592
gi|291219883|ref|NM_174943.3| ,NM_174943.3,646,100,1052
gi|167466285|ref|NM_153234.4| ,NM_153234.4,3979,100,1414
gi|190194367|ref|NM_001128301.1| ,NM_001128301.1,1657,100,659
gi|410172488|ref|XR_171809.1| ,XR_171809.1,2170,100,763
gi|26051239|ref|NM_006291.2| ,NM_006291.2,4180,100,3389
gi|299523059|ref|NM_001190489.1| ,NM_001190489.1,1494,100,1174
gi|51944952|ref|NM_014287.3| ,NM_014287.3,4261,100,764
gi|506949354|ref|NM_001170755.2| ,NM_001170755.2,4802,100,699
gi|50658081|ref|NM_024491.2| ,NM_024491.2,2678,100,708
gi|148596995|ref|NM_024040.2| ,NM_024040.2,1203,100,635
gi|87116670|ref|NM_153018.2| ,NM_153018.2,5011,100,739
gi|35493938|ref|NM_014731.2| ,NM_014731.2,5247,100,574
gi|49574542|ref|NM_178523.3| ,NM_178523.3,3070,100,611
gi|226342939|ref|NM_144969.2| ,NM_144969.2,6057,100,654
gi|253970458|ref|NR_028045.1| ,NR_028045.1,2208,100,618
gi|308235940|ref|NM_001131034.3| ,NM_001131034.3,2420,100,1136
gi|115430251|ref|NM_013233.2| ,NM_013233.2,3288,100,494
gi|294862274|ref|NR_000008.2| ,NR_000008.2,126,100,58279
gi|397139716|ref|XR_109525.2| ,XR_109525.2,1360,100,486
gi|296531321|ref|NM_001184940.1| ,NM_001184940.1,3692,100,649
gi|221218984|ref|NM_144972.4| ,NM_144972.4,2583,100,806
gi|156231066|ref|NM_001102426.1| ,NM_001102426.1,4163,100,602
gi|318065125|ref|NR_037701.1| ,NR_037701.1,3353,100,693
gi|34878768|ref|NM_183421.1| ,NM_183421.1,2529,100,583
gi|300244529|ref|NM_003619.3| ,NM_003619.3,4573,100,491
gi|166063998|ref|NM_001113738.1| ,NM_001113738.1,5273,99,391
gi|338797751|ref|NR_040039.1| ,NR_040039.1,3442,99,1453
gi|8922691|ref|NM_018231.1| ,NM_018231.1,2773,99,574
gi|193804849|ref|NM_145177.2| ,NM_145177.2,2596,99,611
gi|208879457|ref|NM_021021.3| ,NM_021021.3,4975,99,593
gi|284005255|ref|NM_024032.3| ,NM_024032.3,2761,99,593
gi|76881818|ref|NM_152486.2| ,NM_152486.2,2575,99,543
gi|225784828|ref|NR_027417.1| ,NR_027417.1,2097,99,737
gi|194306649|ref|NM_006515.3| ,NM_006515.3,2157,99,916
gi|189571690|ref|NM_153331.3| ,NM_153331.3,1840,99,580
gi|223718002|ref|NM_145276.2| ,NM_145276.2,2786,99,799
gi|331999973|ref|NM_006147.3| ,NM_006147.3,4505,99,2583
gi|31341108|ref|NM_173798.2| ,NM_173798.2,2212,99,649
gi|209529722|ref|NM_001135861.1| ,NM_001135861.1,1273,99,734
gi|196259810|ref|NM_014035.2| ,NM_014035.2,2140,99,555
gi|91754179|ref|NR_002995.1| ,NR_002995.1,133,99,9072
gi|156071517|ref|NM_023112.3| ,NM_023112.3,3873,99,530
gi|215820624|ref|NM_138439.2| ,NM_138439.2,1044,99,625
gi|134142818|ref|NM_003434.4| ,NM_003434.4,2718,99,464
gi|156086723|ref|NM_015085.4| ,NM_015085.4,6680,99,622
gi|294660764|ref|NM_001177515.1| ,NM_001177515.1,2146,99,629
gi|118498346|ref|NM_001015882.2| ,NM_001015882.2,2268,99,563
gi|169790809|ref|NM_001203.2| ,NM_001203.2,5560,99,482
gi|301897294|ref|NM_001130483.2| ,NM_001130483.2,1988,99,740
gi|381214343|ref|NM_003047.4| ,NM_003047.4,4757,99,500
gi|410172820|ref|XM_003960527.1| ,XM_003960527.1,2678,99,1194
gi|300360541|ref|NM_054016.2| ,NM_054016.2,3056,99,236
gi|40549445|ref|NM_199245.1| ,NM_199245.1,3151,99,699
gi|194239669|ref|NR_002979.2| ,NR_002979.2,137,99,2706
gi|304434671|ref|NM_001004127.2| ,NM_001004127.2,2595,99,636
gi|156071510|ref|NM_017414.3| ,NM_017414.3,2037,99,569
gi|335057557|ref|NM_030953.3| ,NM_030953.3,4001,99,603
gi|115511048|ref|NM_002067.2| ,NM_002067.2,1615,99,648
gi|161087010|ref|NR_004390.1| ,NR_004390.1,149,99,4448
gi|219521891|ref|NM_020898.2| ,NM_020898.2,3046,99,576
gi|342307045|ref|NM_001243186.1| ,NM_001243186.1,2751,98,540
gi|454608593|ref|NR_077246.1| ,NR_077246.1,853,98,1450
gi|392513672|ref|NM_020246.3| ,NM_020246.3,3322,98,507
gi|380748962|ref|NM_033517.1| ,NM_033517.1,7113,98,538
gi|388240783|ref|NM_001185181.2| ,NM_001185181.2,705,98,817
gi|283837841|ref|NM_001080421.2| ,NM_001080421.2,9847,98,649
gi|224282146|ref|NM_001145442.1| ,NM_001145442.1,6666,98,804
gi|197116346|ref|NM_001099.4| ,NM_001099.4,3223,98,722
gi|50659092|ref|NM_015274.1| ,NM_015274.1,4242,98,859
gi|196259823|ref|NM_178833.4| ,NM_178833.4,3377,98,646
gi|94967022|ref|NM_032552.2| ,NM_032552.2,5472,98,585
gi|317171925|ref|NM_001982.3| ,NM_001982.3,5765,98,767
gi|194018540|ref|NM_032499.4| ,NM_032499.4,2595,98,497
gi|150170698|ref|NM_015656.1| ,NM_015656.1,6757,98,543
gi|224465200|ref|NR_027073.1| ,NR_027073.1,2566,98,708
gi|4505288|ref|NM_002461.1| ,NM_002461.1,1812,98,546
gi|281182689|ref|NM_015262.2| ,NM_015262.2,4654,98,698
gi|59889553|ref|NM_020248.2| ,NM_020248.2,2995,98,557
gi|87298936|ref|NM_007018.4| ,NM_007018.4,7431,98,668
gi|307691201|ref|NM_018982.4| ,NM_018982.4,1873,98,679
gi|156564412|ref|NR_003703.1| ,NR_003703.1,126,98,5982
gi|283135207|ref|NM_001032291.2| ,NM_001032291.2,1759,98,596
gi|310124580|ref|XR_110583.1| ,XR_110583.1,3886,98,468
gi|148747229|ref|NM_182513.2| ,NM_182513.2,654,98,731
gi|108773807|ref|NM_016474.4| ,NM_016474.4,2975,98,564
gi|145699125|ref|NR_003521.1| ,NR_003521.1,3589,98,935
gi|194394164|ref|NM_024928.4| ,NM_024928.4,6483,98,675
gi|510025463|ref|NM_001278432.1| ,NM_001278432.1,2935,98,777
gi|164607176|ref|NM_032753.3| ,NM_032753.3,2190,98,1807
gi|296010884|ref|NM_022978.2| ,NM_022978.2,1917,98,167
gi|442734428|ref|NM_021110.2| ,NM_021110.2,6464,98,637
gi|254540176|ref|NM_018359.3| ,NM_018359.3,2379,98,645
gi|207450730|ref|NM_058230.2| ,NM_058230.2,2200,98,709
gi|347659002|ref|NM_004926.3| ,NM_004926.3,3887,98,518
gi|46409645|ref|NM_207511.1| ,NM_207511.1,3815,98,583
gi|383209672|ref|NM_001257363.1| ,NM_001257363.1,2865,98,576
gi|155969692|ref|NM_152372.3| ,NM_152372.3,5800,98,666
gi|325974496|ref|NM_152707.3| ,NM_152707.3,2264,98,670
gi|42475969|ref|NM_033025.4| ,NM_033025.4,3254,98,506
gi|410172686|ref|XR_171921.1| ,XR_171921.1,2081,98,670
gi|48717243|ref|NM_001001662.1| ,NM_001001662.1,3313,98,665
gi|190014592|ref|NM_001128219.1| ,NM_001128219.1,3783,98,661
gi|312147340|ref|NM_001198953.1| ,NM_001198953.1,1524,98,701
gi|71143103|ref|NM_001029859.1| ,NM_001029859.1,3396,97,465
gi|188528664|ref|NM_021217.2| ,NM_021217.2,2057,97,653
gi|341916243|ref|XM_003403615.1| ,XM_003403615.1,5268,97,297
gi|4557510|ref|NM_001348.1| ,NM_001348.1,2105,97,604
gi|384381481|ref|NM_001122853.2| ,NM_001122853.2,3841,97,549
gi|91680858|ref|NR_002980.1| ,NR_002980.1,136,97,6879
gi|296434230|ref|NM_017566.3| ,NM_017566.3,1944,97,683
gi|149158722|ref|NM_031232.3| ,NM_031232.3,2063,97,516
gi|399124758|ref|NM_173474.3| ,NM_173474.3,1241,97,682
gi|282165678|ref|NM_006521.4| ,NM_006521.4,3431,97,581
gi|291084802|ref|NM_001173543.1| ,NM_001173543.1,2456,97,872
gi|196115078|ref|NR_024074.1| ,NR_024074.1,1899,97,607
gi|227496823|ref|NM_181708.2| ,NM_181708.2,3266,97,535
gi|156119596|ref|NM_001101676.1| ,NM_001101676.1,8884,97,524
gi|209977115|ref|NM_153692.3| ,NM_153692.3,2130,97,1143
gi|341914363|ref|XR_133284.1| ,XR_133284.1,2500,97,1359
gi|161333851|ref|NM_145032.3| ,NM_145032.3,3116,97,701
gi|288557344|ref|NM_001172223.1| ,NM_001172223.1,1707,97,646
gi|29570778|ref|NM_014183.2| ,NM_014183.2,702,97,666
gi|93102359|ref|NM_015101.2| ,NM_015101.2,5182,97,952
gi|310120343|ref|XR_110790.1| ,XR_110790.1,1718,97,933
gi|169790917|ref|NM_000252.2| ,NM_000252.2,3452,97,548
gi|164419759|ref|NM_000107.2| ,NM_000107.2,1870,97,686
gi|50843947|ref|NM_024605.3| ,NM_024605.3,3073,97,635
gi|152963643|ref|NM_002653.4| ,NM_002653.4,2383,97,617
gi|40288277|ref|NM_198949.1| ,NM_198949.1,816,97,678
gi|371874149|ref|NM_001347.3| ,NM_001347.3,4659,97,488
gi|440309848|ref|NM_001272038.1| ,NM_001272038.1,1353,97,707
gi|52145316|ref|NR_002165.1| ,NR_002165.1,888,97,664
gi|224548941|ref|NR_027153.1| ,NR_027153.1,1797,97,900
gi|296080772|ref|NM_001184749.1| ,NM_001184749.1,8767,97,860
gi|94818737|ref|NM_031908.4| ,NM_031908.4,2411,97,772
gi|42794610|ref|NM_012088.2| ,NM_012088.2,1043,97,713
gi|384871638|ref|NM_003840.4| ,NM_003840.4,3569,97,684
gi|46852160|ref|NM_052897.3| ,NM_052897.3,4214,97,496
gi|5031644|ref|NM_005694.1| ,NM_005694.1,423,97,908
gi|91680838|ref|NR_002971.1| ,NR_002971.1,132,97,3604
gi|397137373|ref|XR_133013.2| ,XR_133013.2,2221,96,798
gi|333609259|ref|NM_025224.3| ,NM_025224.3,5233,96,611
gi|300796247|ref|NR_034084.1| ,NR_034084.1,2286,96,640
gi|156104863|ref|NM_003501.2| ,NM_003501.2,2890,96,549
gi|37059738|ref|NM_138792.2| ,NM_138792.2,2162,96,723
gi|304434689|ref|NM_001195144.1| ,NM_001195144.1,6104,96,617
gi|295842264|ref|NM_003498.5| ,NM_003498.5,3307,96,663
gi|340545506|ref|NM_006139.3| ,NM_006139.3,4900,96,780
gi|150010658|ref|NM_001099294.1| ,NM_001099294.1,6741,96,606
gi|217416384|ref|NM_024876.3| ,NM_024876.3,2458,96,522
gi|217035143|ref|NM_032437.2| ,NM_032437.2,2376,96,635
gi|169646212|ref|NM_032479.3| ,NM_032479.3,626,96,881
gi|258613922|ref|NM_006810.3| ,NM_006810.3,1873,96,655
gi|94721326|ref|NM_017637.5| ,NM_017637.5,12926,96,474
gi|120659783|ref|NM_016457.4| ,NM_016457.4,3617,96,596
gi|186928853|ref|NM_005830.3| ,NM_005830.3,1344,96,834
gi|94721317|ref|NR_003041.1| ,NR_003041.1,104,96,207061
gi|211904122|ref|NM_138774.3| ,NM_138774.3,1835,96,669
gi|291045135|ref|NR_033379.1| ,NR_033379.1,2785,96,1378
gi|365733616|ref|NM_138995.4| ,NM_138995.4,6230,96,590
gi|310115550|ref|XR_113199.1| ,XR_113199.1,1859,96,730
gi|109948309|ref|NM_001042493.1| ,NM_001042493.1,2441,96,576
gi|50592985|ref|NM_016535.3| ,NM_016535.3,1258,96,675
gi|153791838|ref|NM_144643.2| ,NM_144643.2,3053,96,707
gi|24308114|ref|NM_015649.1| ,NM_015649.1,2630,96,426
gi|299758399|ref|NM_144679.2| ,NM_144679.2,2308,96,525
gi|208431779|ref|NM_001297.4| ,NM_001297.4,5663,96,708
gi|91982754|ref|NR_003012.1| ,NR_003012.1,137,96,3058
gi|374349212|ref|NR_046213.1| ,NR_046213.1,1277,96,605
gi|110815806|ref|NM_194320.2| ,NM_194320.2,3556,96,572
gi|410170518|ref|XR_171042.1| ,XR_171042.1,656,96,192
gi|91680849|ref|NR_002982.1| ,NR_002982.1,123,96,4377
gi|188528682|ref|NM_021216.4| ,NM_021216.4,3144,96,546
gi|49355756|ref|NM_032740.3| ,NM_032740.3,2824,96,586
gi|393718091|ref|NM_181581.2| ,NM_181581.2,2280,96,528
gi|332635073|ref|NM_001206945.1| ,NM_001206945.1,2334,96,533
gi|126723546|ref|NM_025081.2| ,NM_025081.2,7857,95,536
gi|91680836|ref|NR_002970.1| ,NR_002970.1,129,95,6538
gi|324072930|ref|NM_015230.3| ,NM_015230.3,7375,95,531
gi|193211404|ref|NR_024006.1| ,NR_024006.1,5245,95,1646
gi|300795299|ref|NM_016538.2| ,NM_016538.2,1749,95,585
gi|161087012|ref|NR_004392.1| ,NR_004392.1,102,95,48139
gi|190014614|ref|NM_152569.2| ,NM_152569.2,2786,95,942
gi|356582449|ref|NM_001252271.1| ,NM_001252271.1,2646,95,702
gi|56676309|ref|NM_002601.2| ,NM_002601.2,1140,95,588
gi|148224155|ref|NM_025246.2| ,NM_025246.2,2079,95,604
gi|335334933|ref|NM_001242480.1| ,NM_001242480.1,2430,95,1117
gi|262050589|ref|NM_032862.4| ,NM_032862.4,2412,95,584
gi|304434703|ref|NM_001195156.1| ,NM_001195156.1,925,95,637
gi|50811870|ref|NM_017661.2| ,NM_017661.2,4484,95,690
gi|281306837|ref|NM_144615.2| ,NM_144615.2,1282,95,762
gi|74099700|ref|NM_000785.3| ,NM_000785.3,2503,95,507
gi|113204625|ref|NM_000050.4| ,NM_000050.4,1863,95,507
gi|296841078|ref|NM_198159.2| ,NM_198159.2,4815,95,533
gi|299829289|ref|NR_033872.1| ,NR_033872.1,2396,95,777
gi|142377730|ref|NM_014673.3| ,NM_014673.3,1268,95,715
gi|54112122|ref|NM_021908.2| ,NM_021908.2,2970,95,618
gi|392306980|ref|NR_027072.2| ,NR_027072.2,1045,95,497
gi|148728171|ref|NM_001098522.1| ,NM_001098522.1,1719,95,542
gi|197209870|ref|NM_138464.2| ,NM_138464.2,1646,95,441
gi|239787091|ref|NM_024309.3| ,NM_024309.3,1993,95,607
gi|307133737|ref|NM_145663.2| ,NM_145663.2,3083,95,543
gi|226371637|ref|NM_182958.2| ,NM_182958.2,1840,95,805
gi|115387101|ref|NM_020546.2| ,NM_020546.2,6553,95,851
gi|63003902|ref|NM_201550.2| ,NM_201550.2,2649,95,678
gi|301336139|ref|NM_001193452.1| ,NM_001193452.1,1437,95,621
gi|300795666|ref|NR_034100.1| ,NR_034100.1,1751,95,778
gi|194363760|ref|NM_176795.3| ,NM_176795.3,1251,95,681
gi|30240931|ref|NM_006795.2| ,NM_006795.2,3482,95,534
gi|136255215|ref|NM_207351.3| ,NM_207351.3,3761,95,489
gi|283549152|ref|NM_147195.2| ,NM_147195.2,3756,95,531
gi|21450678|ref|NM_144981.1| ,NM_144981.1,795,95,881
gi|385298706|ref|NM_001258359.1| ,NM_001258359.1,1959,95,469
gi|296179391|ref|NM_178564.3| ,NM_178564.3,3723,95,566
gi|269315841|ref|NM_145052.3| ,NM_145052.3,2512,95,563
gi|407971024|ref|NR_073199.1| ,NR_073199.1,825,95,556
gi|156071486|ref|NM_003730.4| ,NM_003730.4,1250,94,550
gi|118200336|ref|NM_001078173.1| ,NM_001078173.1,2038,94,594
gi|190341088|ref|NM_018168.2| ,NM_018168.2,2512,94,548
gi|224967048|ref|NM_017508.2| ,NM_017508.2,8979,94,469
gi|410172005|ref|XR_171528.1| ,XR_171528.1,2888,94,627
gi|396080278|ref|NM_001270550.1| ,NM_001270550.1,1194,94,650
gi|196114960|ref|NM_000286.2| ,NM_000286.2,2693,94,612
gi|331028574|ref|NM_001822.5| ,NM_001822.5,2523,94,573
gi|188536058|ref|NM_001001548.2| ,NM_001001548.2,4727,94,489
gi|336455051|ref|NR_038874.1| ,NR_038874.1,2999,94,747
gi|410172222|ref|XR_171669.1| ,XR_171669.1,1205,94,1211
gi|63054818|ref|NM_153698.1| ,NM_153698.1,1242,94,600
gi|169646744|ref|NM_001147.2| ,NM_001147.2,5270,94,381
gi|115298655|ref|NM_002966.2| ,NM_002966.2,1069,94,812
gi|226371640|ref|NM_003165.3| ,NM_003165.3,3976,94,548
gi|342672054|ref|NM_005663.4| ,NM_005663.4,2479,94,540
gi|91822910|ref|NM_175061.3| ,NM_175061.3,3210,94,515
gi|77732514|ref|NM_014314.3| ,NM_014314.3,4759,94,883
gi|215820641|ref|NM_152288.2| ,NM_152288.2,2205,94,528
gi|91982753|ref|NR_002998.1| ,NR_002998.1,144,94,2099
gi|52851436|ref|NM_024956.3| ,NM_024956.3,2814,94,530
gi|111118960|ref|NM_001042633.1| ,NM_001042633.1,3184,94,611
gi|197313778|ref|NM_001134450.1| ,NM_001134450.1,3065,94,760
gi|224282143|ref|NR_027026.1| ,NR_027026.1,4245,94,472
gi|18104951|ref|NM_080647.1| ,NM_080647.1,2082,94,514
gi|333360859|ref|NM_001207018.1| ,NM_001207018.1,3336,94,563
gi|348041374|ref|NM_001244764.1| ,NM_001244764.1,2450,94,869
gi|165905612|ref|NM_203304.3| ,NM_203304.3,2863,94,582
gi|397138865|ref|XR_159042.1| ,XR_159042.1,2070,94,458
gi|41349442|ref|NM_198503.2| ,NM_198503.2,5909,94,547
